locus_tag	ftype	length_bp	gene	EC_number	COG	product
OADMKDBD_01435	CDS	744	artQ		COG0765	Arginine transport system permease protein ArtQ
OADMKDBD_01436	CDS	255				hypothetical protein
OADMKDBD_01437	tRNA	76				tRNA-Ala(ggc)
OADMKDBD_01438	tRNA	76				tRNA-Val(gac)
OADMKDBD_01439	CDS	531				hypothetical protein
OADMKDBD_01440	CDS	603	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
OADMKDBD_01441	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
OADMKDBD_01442	CDS	1077	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
OADMKDBD_01443	CDS	1536	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
OADMKDBD_01444	CDS	630				hypothetical protein
OADMKDBD_01445	CDS	645				hypothetical protein
OADMKDBD_01446	CDS	384	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
OADMKDBD_01447	CDS	600				hypothetical protein
OADMKDBD_01448	CDS	882	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
OADMKDBD_01449	CDS	1272	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
OADMKDBD_01450	CDS	2613				hypothetical protein
OADMKDBD_01451	CDS	555	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
OADMKDBD_01452	CDS	1323	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OADMKDBD_01453	CDS	1068	dnaN		COG0592	Beta sliding clamp
OADMKDBD_01454	CDS	2310	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
OADMKDBD_01455	CDS	342				hypothetical protein
OADMKDBD_01456	CDS	1239				hypothetical protein
OADMKDBD_01457	CDS	1302				hypothetical protein
OADMKDBD_01458	CDS	4491	gltB_1	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
OADMKDBD_01459	CDS	1446	gltB_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
OADMKDBD_01460	CDS	576	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OADMKDBD_01461	CDS	240				hypothetical protein
OADMKDBD_01462	CDS	648	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
OADMKDBD_01463	CDS	1677	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OADMKDBD_01464	CDS	129				hypothetical protein
OADMKDBD_01465	CDS	1227				hypothetical protein
OADMKDBD_01466	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
OADMKDBD_01467	CDS	1527				hypothetical protein
OADMKDBD_01468	CDS	168				hypothetical protein
OADMKDBD_01469	CDS	1779				hypothetical protein
OADMKDBD_01470	CDS	915	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OADMKDBD_01471	CDS	879	yisK		COG0179	putative protein YisK
OADMKDBD_01472	CDS	903		5.4.99.-	COG0564	putative RNA pseudouridine synthase
OADMKDBD_01473	CDS	1329	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OADMKDBD_01474	CDS	2370	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
OADMKDBD_01475	CDS	1386	tcyP		COG1823	L-cystine uptake protein TcyP
OADMKDBD_01476	CDS	624	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
OADMKDBD_01477	CDS	1632	pyrG	6.3.4.2		CTP synthase
OADMKDBD_01478	CDS	1572	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
OADMKDBD_01479	CDS	996	ansZ	3.5.1.1	COG0252	L-asparaginase 2
OADMKDBD_01480	CDS	675	regX3_1		COG0745	Sensory transduction protein regX3
OADMKDBD_01481	CDS	1419	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
OADMKDBD_01482	CDS	894	cbpA		COG2214	Curved DNA-binding protein
OADMKDBD_01483	CDS	375				hypothetical protein
OADMKDBD_01484	CDS	1626	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OADMKDBD_01485	CDS	333				hypothetical protein
OADMKDBD_01486	CDS	621	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
OADMKDBD_01487	CDS	1995	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
OADMKDBD_01488	CDS	822				hypothetical protein
OADMKDBD_01489	CDS	951				hypothetical protein
OADMKDBD_01490	CDS	975	gppA_2	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
OADMKDBD_01491	CDS	774	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
OADMKDBD_01492	CDS	1095	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
OADMKDBD_01493	CDS	603				hypothetical protein
OADMKDBD_01494	CDS	1200	araJ		COG2814	Putative transporter AraJ
OADMKDBD_01495	CDS	228				hypothetical protein
OADMKDBD_01496	CDS	99				hypothetical protein
OADMKDBD_01497	CDS	1023	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OADMKDBD_01498	CDS	903	moaA_2			GTP 3',8-cyclase
OADMKDBD_01499	CDS	1197				hypothetical protein
OADMKDBD_01500	CDS	1803	uvrC		COG0322	UvrABC system protein C
OADMKDBD_01501	CDS	495				hypothetical protein
OADMKDBD_01502	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
OADMKDBD_01503	CDS	1461				hypothetical protein
OADMKDBD_01504	CDS	1251	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OADMKDBD_01505	CDS	453				hypothetical protein
OADMKDBD_01506	CDS	2049	lptD			LPS-assembly protein LptD
OADMKDBD_01507	CDS	2160	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
OADMKDBD_01508	CDS	483				hypothetical protein
OADMKDBD_01509	CDS	663				hypothetical protein
OADMKDBD_01510	CDS	1185	sbnD			Staphyloferrin B transporter
OADMKDBD_01511	CDS	456	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
OADMKDBD_01512	CDS	1296	porA			Major outer membrane protein
OADMKDBD_01513	CDS	1122	dnaJ		COG0484	Chaperone protein DnaJ
OADMKDBD_01514	CDS	672	regX3_2		COG0745	Sensory transduction protein regX3
OADMKDBD_01515	CDS	1236				hypothetical protein
OADMKDBD_01516	CDS	573	recR		COG0353	Recombination protein RecR
OADMKDBD_01517	CDS	504				hypothetical protein
OADMKDBD_01518	CDS	693	hydC		COG1969	Quinone-reactive Ni/Fe-hydrogenase B-type cytochrome subunit
OADMKDBD_01519	CDS	1338	hydB	1.12.5.1	COG0374	Quinone-reactive Ni/Fe-hydrogenase large chain
OADMKDBD_01520	CDS	573				hypothetical protein
OADMKDBD_01521	CDS	567	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
OADMKDBD_01522	CDS	561	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
OADMKDBD_01523	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
OADMKDBD_01524	CDS	921	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
OADMKDBD_01525	CDS	492				hypothetical protein
OADMKDBD_01526	CDS	1356	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
OADMKDBD_01527	CDS	1266	lutA_1			Lactate utilization protein A
OADMKDBD_01528	CDS	759				hypothetical protein
OADMKDBD_01529	CDS	207				hypothetical protein
OADMKDBD_01530	CDS	615				hypothetical protein
OADMKDBD_01531	CDS	1152	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
OADMKDBD_01532	CDS	741				hypothetical protein
OADMKDBD_01533	CDS	1119				hypothetical protein
OADMKDBD_01534	CDS	840	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
OADMKDBD_01535	CDS	1248	proP_2			Proline/betaine transporter
OADMKDBD_01536	CDS	1269	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
OADMKDBD_01537	CDS	528				hypothetical protein
OADMKDBD_01538	CDS	174				hypothetical protein
OADMKDBD_01539	CDS	579	fapR			Transcription factor FapR
OADMKDBD_01540	CDS	876	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
OADMKDBD_01541	CDS	375				hypothetical protein
OADMKDBD_01542	CDS	360				hypothetical protein
OADMKDBD_01543	CDS	981				hypothetical protein
OADMKDBD_01544	CDS	138				hypothetical protein
OADMKDBD_01545	CDS	324				hypothetical protein
OADMKDBD_01546	CDS	555				hypothetical protein
OADMKDBD_01547	CDS	177				hypothetical protein
OADMKDBD_01548	CDS	285				hypothetical protein
OADMKDBD_01549	CDS	870				hypothetical protein
OADMKDBD_01550	CDS	123				hypothetical protein
OADMKDBD_01551	CDS	267				hypothetical protein
OADMKDBD_01552	CDS	306				hypothetical protein
OADMKDBD_01553	CDS	795	aphA	2.7.1.95		Aminoglycoside 3'-phosphotransferase
OADMKDBD_01554	CDS	543	satA	2.3.-.-		Streptothricin acetyltransferase A
OADMKDBD_01555	CDS	621				hypothetical protein
OADMKDBD_01556	CDS	780	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
OADMKDBD_01557	CDS	771	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
OADMKDBD_01558	CDS	879				hypothetical protein
OADMKDBD_01559	CDS	492				hypothetical protein
OADMKDBD_01560	CDS	1245				IS256 family transposase ISBsu2
OADMKDBD_01561	CDS	1920	tet(O)			tetracycline resistance ribosomal protection protein Tet(O)
OADMKDBD_01562	CDS	180				hypothetical protein
OADMKDBD_01563	CDS	1422				hypothetical protein
OADMKDBD_01564	CDS	2193	topB	5.6.2.1	COG0550	DNA topoisomerase 3
OADMKDBD_01565	CDS	621				hypothetical protein
OADMKDBD_01566	CDS	798				hypothetical protein
OADMKDBD_01567	CDS	765				hypothetical protein
OADMKDBD_01568	CDS	438				hypothetical protein
OADMKDBD_01569	CDS	1812	virD4			Protein VirD4
OADMKDBD_01570	CDS	993				Type IV secretion system protein VirB11
OADMKDBD_01571	CDS	1176				hypothetical protein
OADMKDBD_01572	CDS	888	virB9			Type IV secretion system protein virB9
OADMKDBD_01573	CDS	663	virB8			Type IV secretion system protein virB8
OADMKDBD_01574	CDS	168				hypothetical protein
OADMKDBD_01575	CDS	999				hypothetical protein
OADMKDBD_01576	CDS	789	dppC		COG1173	Dipeptide transport system permease protein DppC
OADMKDBD_01577	CDS	711	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
OADMKDBD_01578	CDS	666	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
OADMKDBD_01579	CDS	390	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
OADMKDBD_01580	CDS	504	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
OADMKDBD_01581	CDS	792	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
OADMKDBD_01582	CDS	1227	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
OADMKDBD_01583	CDS	228				hypothetical protein
OADMKDBD_01584	CDS	693				hypothetical protein
OADMKDBD_01585	CDS	432	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
OADMKDBD_01586	CDS	1191	moeA_1	2.10.1.1		Molybdopterin molybdenumtransferase
OADMKDBD_01587	CDS	447	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
OADMKDBD_01588	CDS	222				hypothetical protein
OADMKDBD_01589	CDS	966	mco	1.-.-.-		Multicopper oxidase mco
OADMKDBD_01590	CDS	264				hypothetical protein
OADMKDBD_01591	CDS	546				IS200/IS605 family transposase ISCco1
OADMKDBD_01592	CDS	684				hypothetical protein
OADMKDBD_01593	CDS	2091	cirA_2		COG4771	Colicin I receptor
OADMKDBD_01594	CDS	792	hrcA			Heat-inducible transcription repressor HrcA
OADMKDBD_01595	CDS	528	grpE			Protein GrpE
OADMKDBD_01596	CDS	1872	dnaK			Chaperone protein DnaK
OADMKDBD_01597	CDS	1023			COG2220	putative protein
OADMKDBD_01598	CDS	342				hypothetical protein
OADMKDBD_01599	CDS	1170		2.6.1.1		Aspartate aminotransferase
OADMKDBD_01600	CDS	261	cysE	2.3.1.30	COG1045	Serine acetyltransferase
OADMKDBD_01601	CDS	156				hypothetical protein
OADMKDBD_01602	CDS	1290	glmU		COG1207	Bifunctional protein GlmU
OADMKDBD_01603	CDS	1155	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
OADMKDBD_01604	CDS	618				hypothetical protein
OADMKDBD_01605	CDS	669	uppS	2.5.1.-	COG0020	Isoprenyl transferase
OADMKDBD_01606	CDS	777				hypothetical protein
OADMKDBD_01607	CDS	1026				hypothetical protein
OADMKDBD_01608	CDS	723	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OADMKDBD_01609	CDS	1212	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
OADMKDBD_01610	CDS	414	yccU		COG1832	putative protein YccU
OADMKDBD_01611	CDS	417				hypothetical protein
OADMKDBD_01612	CDS	1074	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
OADMKDBD_01613	CDS	1734				hypothetical protein
OADMKDBD_01614	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
OADMKDBD_01615	CDS	1239				hypothetical protein
OADMKDBD_01616	CDS	2547	acnB	4.2.1.3	COG1049	Aconitate hydratase B
OADMKDBD_01617	CDS	453	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
OADMKDBD_01618	CDS	942				hypothetical protein
OADMKDBD_01619	CDS	1887	metG	6.1.1.10		Methionine--tRNA ligase
OADMKDBD_01620	CDS	198				hypothetical protein
OADMKDBD_01621	CDS	843	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
OADMKDBD_01622	CDS	492	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
OADMKDBD_01623	CDS	486				hypothetical protein
OADMKDBD_01624	CDS	1626				hypothetical protein
OADMKDBD_01625	CDS	282				hypothetical protein
OADMKDBD_01626	CDS	1296	gltX	6.1.1.17		Glutamate--tRNA ligase
OADMKDBD_01627	CDS	186				hypothetical protein
OADMKDBD_01628	CDS	537	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
OADMKDBD_01629	CDS	984	corA		COG0598	Magnesium transport protein CorA
OADMKDBD_01630	CDS	1047				hypothetical protein
OADMKDBD_01631	CDS	1326				hypothetical protein
OADMKDBD_01632	CDS	807				hypothetical protein
OADMKDBD_01633	CDS	840				hypothetical protein
OADMKDBD_01634	CDS	780				hypothetical protein
OADMKDBD_01635	CDS	990	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OADMKDBD_01636	CDS	639		3.1.3.-	COG0560	putative phosphatase
OADMKDBD_01637	CDS	756	hisJ			putative histidine-binding protein
OADMKDBD_01638	CDS	516				hypothetical protein
OADMKDBD_01639	CDS	564	shdB	2.5.1.129		putative UbiX-like flavin prenyltransferase
OADMKDBD_01640	CDS	477	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
OADMKDBD_01641	CDS	579	tmk	2.7.4.9	COG0125	Thymidylate kinase
OADMKDBD_01642	CDS	1227	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
OADMKDBD_01643	CDS	1833	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
OADMKDBD_01644	CDS	1170	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
OADMKDBD_01645	CDS	771	djlA			Co-chaperone protein DjlA
OADMKDBD_01646	CDS	1533	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OADMKDBD_01647	CDS	318				hypothetical protein
OADMKDBD_01648	CDS	621	mcp4		COG0840	Methyl-accepting chemotaxis protein 4
OADMKDBD_01649	CDS	435				hypothetical protein
OADMKDBD_01650	CDS	978	aguA	3.5.3.12	COG2957	Agmatine deiminase
OADMKDBD_01651	CDS	699	metK	2.5.1.6		S-adenosylmethionine synthase
OADMKDBD_01652	CDS	1326	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
OADMKDBD_01653	CDS	231	yajC		COG1862	Sec translocon accessory complex subunit YajC
OADMKDBD_01654	CDS	1581	secD		COG0342	Protein translocase subunit SecD
OADMKDBD_01655	CDS	972	secF		COG0341	Protein translocase subunit SecF
OADMKDBD_01656	CDS	2430	leuS	6.1.1.4		Leucine--tRNA ligase
OADMKDBD_01657	CDS	513				hypothetical protein
OADMKDBD_01658	CDS	1398				hypothetical protein
OADMKDBD_01659	CDS	1173				hypothetical protein
OADMKDBD_01660	CDS	903				hypothetical protein
OADMKDBD_01661	CDS	288				hypothetical protein
OADMKDBD_01662	CDS	2937	mfd_2	3.6.4.-		Transcription-repair-coupling factor
OADMKDBD_01663	CDS	762				hypothetical protein
OADMKDBD_01664	CDS	687	nth_2	4.2.99.18		Endonuclease III
OADMKDBD_01665	CDS	840	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
OADMKDBD_01666	CDS	633	thiE_2	2.5.1.3		Thiamine-phosphate synthase
OADMKDBD_01667	CDS	630				hypothetical protein
OADMKDBD_01668	CDS	393				hypothetical protein
OADMKDBD_01669	CDS	510				hypothetical protein
OADMKDBD_01670	CDS	291				hypothetical protein
OADMKDBD_01671	CDS	801	psd_2	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
OADMKDBD_01672	CDS	282				hypothetical protein
OADMKDBD_01673	CDS	2112				hypothetical protein
OADMKDBD_01674	CDS	1188	ycaD			putative MFS-type transporter YcaD
OADMKDBD_01675	CDS	504				hypothetical protein
OADMKDBD_01676	CDS	330				hypothetical protein
OADMKDBD_01677	CDS	1275	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
OADMKDBD_01678	CDS	333				hypothetical protein
OADMKDBD_01679	CDS	849	folD		COG0190	Bifunctional protein FolD protein
OADMKDBD_01680	CDS	849	lepB	3.4.21.89	COG0681	Signal peptidase I
OADMKDBD_01681	CDS	1161	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
OADMKDBD_01682	CDS	1257	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OADMKDBD_01683	CDS	429				hypothetical protein
OADMKDBD_01684	CDS	873	yicL		COG0697	putative inner membrane transporter YicL
OADMKDBD_01685	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
OADMKDBD_01686	CDS	1785	menF	5.4.4.2		Isochorismate synthase MenF
OADMKDBD_01687	CDS	1065	xerH_2		COG0582	Tyrosine recombinase XerH
OADMKDBD_01688	CDS	663	dsbL_1		COG0526	Thiol:disulfide interchange protein DsbL
OADMKDBD_01689	CDS	786	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
OADMKDBD_01690	CDS	105				hypothetical protein
OADMKDBD_01691	CDS	201	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
OADMKDBD_01692	CDS	192				hypothetical protein
OADMKDBD_01693	CDS	171				hypothetical protein
OADMKDBD_01694	CDS	642	dsbL_2		COG0526	Thiol:disulfide interchange protein DsbL
OADMKDBD_01695	CDS	318				hypothetical protein
OADMKDBD_01696	CDS	411				hypothetical protein
OADMKDBD_01697	CDS	288				hypothetical protein
OADMKDBD_01698	CDS	141				hypothetical protein
OADMKDBD_01699	CDS	633				hypothetical protein
OADMKDBD_01700	CDS	267				hypothetical protein
OADMKDBD_01701	CDS	162				hypothetical protein
OADMKDBD_01702	CDS	1053	obg	3.6.5.-		GTPase Obg
OADMKDBD_01703	CDS	255	rpmA		COG0211	50S ribosomal protein L27
OADMKDBD_01704	CDS	309	rplU		COG0261	50S ribosomal protein L21
OADMKDBD_01705	CDS	1203				hypothetical protein
OADMKDBD_01706	CDS	1338				hypothetical protein
OADMKDBD_01707	CDS	624				hypothetical protein
OADMKDBD_01708	CDS	369				hypothetical protein
OADMKDBD_01709	CDS	1362				hypothetical protein
OADMKDBD_01710	CDS	1338	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
OADMKDBD_01711	CDS	1407	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
OADMKDBD_01712	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
OADMKDBD_01713	CDS	696	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
OADMKDBD_01714	CDS	105				hypothetical protein
OADMKDBD_01715	CDS	1125	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
OADMKDBD_01716	CDS	1563	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
OADMKDBD_01717	CDS	270				hypothetical protein
OADMKDBD_01718	CDS	807				hypothetical protein
OADMKDBD_01719	CDS	798	cdtB	3.1.-.-		Cytolethal distending toxin subunit B 
OADMKDBD_01720	CDS	570				hypothetical protein
OADMKDBD_01721	CDS	1683	lldP		COG1620	L-lactate permease
OADMKDBD_01722	CDS	741	lutA_2		COG0247	Lactate utilization protein A
OADMKDBD_01723	CDS	1440	lutB		COG1139	Lactate utilization protein B
OADMKDBD_01724	CDS	657	lutC			Lactate utilization protein C
OADMKDBD_01725	CDS	240				Bacteriohemerythrin
OADMKDBD_01726	CDS	351				hypothetical protein
OADMKDBD_01727	CDS	354				hypothetical protein
OADMKDBD_01728	CDS	603				hypothetical protein
OADMKDBD_01729	CDS	897				hypothetical protein
OADMKDBD_01730	CDS	1230		3.5.4.40	COG0402	Aminodeoxyfutalosine deaminase
OADMKDBD_01731	CDS	480	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
OADMKDBD_01732	CDS	474	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OADMKDBD_01733	CDS	1455	srp54			Signal recognition particle 54 kDa protein
OADMKDBD_01734	CDS	867	ylxH		COG0455	Flagellum site-determining protein YlxH
OADMKDBD_01735	CDS	357				hypothetical protein
OADMKDBD_01736	CDS	717	fliA		COG1191	RNA polymerase sigma factor FliA
OADMKDBD_01737	CDS	1080	fliM		COG1868	Flagellar motor switch protein FliM
OADMKDBD_01738	CDS	843				hypothetical protein
OADMKDBD_01739	CDS	597				hypothetical protein
OADMKDBD_01740	CDS	855				hypothetical protein
OADMKDBD_01741	CDS	204				hypothetical protein
OADMKDBD_01742	CDS	273				hypothetical protein
OADMKDBD_01743	CDS	1149				hypothetical protein
OADMKDBD_01744	CDS	606				hypothetical protein
OADMKDBD_01745	CDS	1017	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
OADMKDBD_01746	CDS	144	yflS		COG0471	Putative malate transporter YflS
OADMKDBD_01747	CDS	240				hypothetical protein
OADMKDBD_01748	CDS	216				hypothetical protein
OADMKDBD_01749	CDS	345				hypothetical protein
OADMKDBD_01750	CDS	723				Bacteriohemerythrin
OADMKDBD_01751	CDS	1872				hypothetical protein
OADMKDBD_01752	CDS	1638				hypothetical protein
OADMKDBD_01753	CDS	885				hypothetical protein
OADMKDBD_01754	CDS	1791				hypothetical protein
OADMKDBD_01755	CDS	324				hypothetical protein
OADMKDBD_01756	CDS	1809	typA		COG1217	GTP-binding protein TypA/BipA
OADMKDBD_01757	CDS	648				hypothetical protein
OADMKDBD_01758	CDS	1044				hypothetical protein
OADMKDBD_01759	CDS	1350				hypothetical protein
OADMKDBD_01760	CDS	1203	bcr			Bicyclomycin resistance protein
OADMKDBD_01761	CDS	702				hypothetical protein
OADMKDBD_01762	CDS	2166				hypothetical protein
OADMKDBD_01763	CDS	2196				hypothetical protein
OADMKDBD_01764	CDS	3666				hypothetical protein
OADMKDBD_01765	CDS	1398				hypothetical protein
OADMKDBD_01766	CDS	579	rfbB_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
OADMKDBD_01767	CDS	1155	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
OADMKDBD_01768	CDS	543	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
OADMKDBD_01769	CDS	321				hypothetical protein
OADMKDBD_01770	CDS	387				hypothetical protein
OADMKDBD_01771	CDS	1122				hypothetical protein
OADMKDBD_01772	CDS	678				hypothetical protein
OADMKDBD_01773	CDS	1005	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
OADMKDBD_01774	CDS	1155	legG	3.2.1.184	COG0381	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
OADMKDBD_01775	CDS	279				hypothetical protein
OADMKDBD_01776	CDS	633				hypothetical protein
OADMKDBD_01777	CDS	690				hypothetical protein
