locus_tag	ftype	length_bp	gene	EC_number	COG	product
HBIEEPJE_00330	CDS	1014	xerC_1			Tyrosine recombinase XerC
HBIEEPJE_00331	CDS	351				hypothetical protein
HBIEEPJE_00332	CDS	555	yrdA_1		COG0663	Protein YrdA
HBIEEPJE_00333	CDS	258				hypothetical protein
HBIEEPJE_00334	CDS	819	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HBIEEPJE_00335	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
HBIEEPJE_00336	CDS	543	topA_1	5.6.2.1		DNA topoisomerase 1
HBIEEPJE_00337	CDS	474	smg			Protein Smg
HBIEEPJE_00338	CDS	1125				hypothetical protein
HBIEEPJE_00339	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
HBIEEPJE_00340	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
HBIEEPJE_00341	CDS	1296	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HBIEEPJE_00342	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
HBIEEPJE_00343	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
HBIEEPJE_00344	CDS	279				hypothetical protein
HBIEEPJE_00345	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
HBIEEPJE_00346	CDS	369				hypothetical protein
HBIEEPJE_00347	CDS	387	rplQ		COG0203	50S ribosomal protein L17
HBIEEPJE_00348	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
HBIEEPJE_00349	CDS	621	rpsD		COG0522	30S ribosomal protein S4
HBIEEPJE_00350	CDS	357	rpsM		COG0099	30S ribosomal protein S13
HBIEEPJE_00351	CDS	1332	secY		COG0201	Protein translocase subunit SecY
HBIEEPJE_00352	CDS	435	rplO		COG0200	50S ribosomal protein L15
HBIEEPJE_00353	CDS	180	rpmD		COG1841	50S ribosomal protein L30
HBIEEPJE_00354	CDS	504	rpsE		COG0098	30S ribosomal protein S5
HBIEEPJE_00355	CDS	354	rplR		COG0256	50S ribosomal protein L18
HBIEEPJE_00356	CDS	534	rplF		COG0097	50S ribosomal protein L6
HBIEEPJE_00357	CDS	393	rpsH		COG0096	30S ribosomal protein S8
HBIEEPJE_00358	CDS	306	rpsN		COG0199	30S ribosomal protein S14
HBIEEPJE_00359	CDS	540	rplE		COG0094	50S ribosomal protein L5
HBIEEPJE_00360	CDS	315	rplX		COG0198	50S ribosomal protein L24
HBIEEPJE_00361	CDS	372	rplN		COG0093	50S ribosomal protein L14
HBIEEPJE_00362	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
HBIEEPJE_00363	CDS	192	rpmC		COG0255	50S ribosomal protein L29
HBIEEPJE_00364	CDS	411	rplP		COG0197	50S ribosomal protein L16
HBIEEPJE_00365	CDS	699	rpsC		COG0092	30S ribosomal protein S3
HBIEEPJE_00366	CDS	333	rplV		COG0091	50S ribosomal protein L22
HBIEEPJE_00367	CDS	279	rpsS		COG0185	30S ribosomal protein S19
HBIEEPJE_00368	CDS	822	rplB		COG0090	50S ribosomal protein L2
HBIEEPJE_00369	CDS	303	rplW		COG0089	50S ribosomal protein L23
HBIEEPJE_00370	CDS	606	rplD		COG0088	50S ribosomal protein L4
HBIEEPJE_00371	CDS	630	rplC		COG0087	50S ribosomal protein L3
HBIEEPJE_00372	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
HBIEEPJE_00373	CDS	579				hypothetical protein
HBIEEPJE_00374	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
HBIEEPJE_00375	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
HBIEEPJE_00376	CDS	891	tuf1_1			Elongation factor Tu 1
HBIEEPJE_00377	CDS	717				hypothetical protein
HBIEEPJE_00378	CDS	2169				hypothetical protein
HBIEEPJE_00379	CDS	3075				hypothetical protein
HBIEEPJE_00380	CDS	381				hypothetical protein
HBIEEPJE_00381	CDS	483				hypothetical protein
HBIEEPJE_00382	CDS	465				hypothetical protein
HBIEEPJE_00383	CDS	2901				hypothetical protein
HBIEEPJE_00384	CDS	627				hypothetical protein
HBIEEPJE_00385	CDS	168				hypothetical protein
HBIEEPJE_00386	CDS	483				hypothetical protein
HBIEEPJE_00387	CDS	1173				hypothetical protein
HBIEEPJE_00388	CDS	393				hypothetical protein
HBIEEPJE_00389	CDS	552				hypothetical protein
HBIEEPJE_00390	CDS	384				hypothetical protein
HBIEEPJE_00391	CDS	234				hypothetical protein
HBIEEPJE_00392	CDS	255				hypothetical protein
HBIEEPJE_00393	CDS	396				hypothetical protein
HBIEEPJE_00394	CDS	954				hypothetical protein
HBIEEPJE_00395	CDS	786				hypothetical protein
HBIEEPJE_00396	CDS	1113				hypothetical protein
HBIEEPJE_00397	CDS	1401				hypothetical protein
HBIEEPJE_00398	CDS	1308				hypothetical protein
HBIEEPJE_00399	CDS	1005				hypothetical protein
HBIEEPJE_00400	CDS	246				hypothetical protein
HBIEEPJE_00401	CDS	201				hypothetical protein
HBIEEPJE_00402	CDS	276				hypothetical protein
HBIEEPJE_00403	CDS	345				hypothetical protein
HBIEEPJE_00404	CDS	540				hypothetical protein
HBIEEPJE_00405	CDS	312				hypothetical protein
HBIEEPJE_00406	CDS	900				hypothetical protein
HBIEEPJE_00407	CDS	1785				hypothetical protein
HBIEEPJE_00408	CDS	372				hypothetical protein
HBIEEPJE_00409	CDS	1032				IS630 family transposase ISEc33
HBIEEPJE_00410	CDS	801	fimD_1		COG3188	Outer membrane usher protein FimD
HBIEEPJE_00411	CDS	705	fimC_1			Chaperone protein FimC
HBIEEPJE_00412	CDS	513	lpfA_1			putative major fimbrial subunit LpfA
HBIEEPJE_00413	CDS	549	fim_1			Fimbrial subunit type 1
HBIEEPJE_00414	CDS	648				hypothetical protein
HBIEEPJE_00415	CDS	846				hypothetical protein
HBIEEPJE_00416	CDS	501				hypothetical protein
HBIEEPJE_00417	CDS	573				hypothetical protein
HBIEEPJE_00418	CDS	111				hypothetical protein
HBIEEPJE_00419	CDS	504			COG1662	IS1 family transposase IS1R
HBIEEPJE_00420	CDS	1032				IS630 family transposase ISEc33
HBIEEPJE_00421	CDS	1236	csbX_1		COG0477	Alpha-ketoglutarate permease
HBIEEPJE_00422	CDS	954	apsI	5.3.1.-	COG4952	D-apiose isomerase
HBIEEPJE_00423	CDS	882	murR_1			HTH-type transcriptional regulator MurR
HBIEEPJE_00424	CDS	927	rbsK_1	2.7.1.15	COG0524	Ribokinase
HBIEEPJE_00425	CDS	924	dmlR_1			HTH-type transcriptional regulator DmlR
HBIEEPJE_00426	CDS	1533	stp			Multidrug resistance protein Stp
HBIEEPJE_00427	CDS	285				hypothetical protein
HBIEEPJE_00428	CDS	489				hypothetical protein
HBIEEPJE_00429	CDS	528				hypothetical protein
HBIEEPJE_00430	CDS	972	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
HBIEEPJE_00431	CDS	981	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
HBIEEPJE_00432	CDS	948	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
HBIEEPJE_00433	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
HBIEEPJE_00434	CDS	1704	appA			Oligopeptide-binding protein AppA
HBIEEPJE_00435	CDS	684	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
HBIEEPJE_00436	CDS	384				hypothetical protein
HBIEEPJE_00437	CDS	771	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
HBIEEPJE_00438	CDS	630	rhtC_1		COG1280	Threonine efflux protein
HBIEEPJE_00439	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
HBIEEPJE_00440	CDS	210				hypothetical protein
HBIEEPJE_00441	CDS	699				hypothetical protein
HBIEEPJE_00442	CDS	435				hypothetical protein
HBIEEPJE_00443	CDS	150				hypothetical protein
HBIEEPJE_00444	CDS	837				hypothetical protein
HBIEEPJE_00445	CDS	516				hypothetical protein
HBIEEPJE_00446	CDS	885	gcvA_1			Glycine cleavage system transcriptional activator
HBIEEPJE_00447	CDS	927			COG3039	IS5 family transposase IS4811
HBIEEPJE_00448	CDS	753	ydfG_1	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
HBIEEPJE_00449	tRNA	77				tRNA-Val(gac)
HBIEEPJE_00450	tRNA	77				tRNA-Val(gac)
HBIEEPJE_00451	tRNA	77				tRNA-Val(gac)
HBIEEPJE_00452	CDS	579		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
HBIEEPJE_00453	CDS	237	asr			Acid shock protein
HBIEEPJE_00454	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
HBIEEPJE_00455	CDS	636	ribC	2.5.1.9	COG0307	Riboflavin synthase
HBIEEPJE_00456	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
HBIEEPJE_00457	CDS	1236	ydhC			Inner membrane transport protein YdhC
HBIEEPJE_00458	CDS	1005	yahB			putative HTH-type transcriptional regulator YahB
HBIEEPJE_00459	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
HBIEEPJE_00460	CDS	93				hypothetical protein
HBIEEPJE_00461	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
HBIEEPJE_00462	CDS	438				hypothetical protein
HBIEEPJE_00463	CDS	486	rhaS_1			HTH-type transcriptional activator RhaS
HBIEEPJE_00464	CDS	873	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
HBIEEPJE_00465	CDS	348	grxD		COG0278	Glutaredoxin 4
HBIEEPJE_00466	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
HBIEEPJE_00467	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
HBIEEPJE_00468	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
HBIEEPJE_00469	CDS	600	nemR			HTH-type transcriptional repressor NemR
HBIEEPJE_00470	CDS	240				hypothetical protein
HBIEEPJE_00471	CDS	333				hypothetical protein
HBIEEPJE_00472	CDS	2967				Tn3 family transposase TnAs3
HBIEEPJE_00473	CDS	378				hypothetical protein
HBIEEPJE_00474	CDS	504			COG1662	IS1 family transposase IS1R
HBIEEPJE_00475	CDS	390				hypothetical protein
HBIEEPJE_00476	CDS	522				hypothetical protein
HBIEEPJE_00477	CDS	765				hypothetical protein
HBIEEPJE_00478	CDS	1752				hypothetical protein
HBIEEPJE_00479	CDS	1212				hypothetical protein
HBIEEPJE_00480	CDS	2520				hypothetical protein
HBIEEPJE_00481	CDS	2487	clpV1		COG0542	Protein ClpV1
HBIEEPJE_00482	CDS	492	hcpA_1		COG3157	Major exported protein
HBIEEPJE_00483	CDS	1707	ompA_1			Outer membrane protein A
HBIEEPJE_00484	CDS	690				hypothetical protein
HBIEEPJE_00485	CDS	1344				hypothetical protein
HBIEEPJE_00486	CDS	1545				hypothetical protein
HBIEEPJE_00487	CDS	492				hypothetical protein
HBIEEPJE_00488	rRNA	111				5S ribosomal RNA
HBIEEPJE_00489	CDS	318				hypothetical protein
HBIEEPJE_00490	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
HBIEEPJE_00491	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
HBIEEPJE_00492	CDS	1068				hypothetical protein
HBIEEPJE_00493	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
HBIEEPJE_00494	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
HBIEEPJE_00495	CDS	984	lsrB_3			Autoinducer 2-binding protein LsrB
HBIEEPJE_00496	CDS	1485	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HBIEEPJE_00497	CDS	972	rbsC_2		COG1172	Ribose import permease protein RbsC
HBIEEPJE_00498	CDS	957	lsrD_3			Autoinducer 2 import system permease protein LsrD
HBIEEPJE_00499	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
HBIEEPJE_00500	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
HBIEEPJE_00501	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
HBIEEPJE_00502	CDS	1413	norG_1		COG1167	HTH-type transcriptional regulator NorG
HBIEEPJE_00503	CDS	165				hypothetical protein
HBIEEPJE_00504	CDS	465	slyA_1			Transcriptional regulator SlyA
HBIEEPJE_00505	CDS	1068	yibH		COG1566	Inner membrane protein YibH
HBIEEPJE_00506	CDS	1065				hypothetical protein
HBIEEPJE_00507	CDS	255				hypothetical protein
HBIEEPJE_00508	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
HBIEEPJE_00509	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
HBIEEPJE_00510	CDS	240				hypothetical protein
HBIEEPJE_00511	CDS	1242	mdtM_1			Multidrug resistance protein MdtM
HBIEEPJE_00512	CDS	1293				hypothetical protein
HBIEEPJE_00513	CDS	663	rhtC_2		COG1280	Threonine efflux protein
HBIEEPJE_00514	CDS	816	rhaS_2			HTH-type transcriptional activator RhaS
HBIEEPJE_00515	CDS	927				ISNCY family transposase ISRor2
HBIEEPJE_00516	CDS	1371	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
HBIEEPJE_00517	CDS	546				hypothetical protein
HBIEEPJE_00518	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
HBIEEPJE_00519	CDS	204				hypothetical protein
HBIEEPJE_00520	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
HBIEEPJE_00521	CDS	1755	shlB_1			Hemolysin transporter protein ShlB
HBIEEPJE_00522	CDS	234				hypothetical protein
HBIEEPJE_00523	CDS	576				hypothetical protein
HBIEEPJE_00524	CDS	204				hypothetical protein
HBIEEPJE_00525	CDS	201				hypothetical protein
HBIEEPJE_00526	CDS	264				hypothetical protein
HBIEEPJE_00527	CDS	315				hypothetical protein
HBIEEPJE_00528	CDS	504			COG1662	IS1 family transposase IS1R
HBIEEPJE_00529	CDS	2316				hypothetical protein
HBIEEPJE_00530	CDS	573				hypothetical protein
HBIEEPJE_00531	CDS	1608	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
HBIEEPJE_00532	CDS	1203				hypothetical protein
HBIEEPJE_00533	CDS	2916	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
HBIEEPJE_00534	CDS	1848				hypothetical protein
HBIEEPJE_00535	CDS	756				hypothetical protein
HBIEEPJE_00536	CDS	648				hypothetical protein
HBIEEPJE_00537	CDS	621				hypothetical protein
HBIEEPJE_00538	CDS	1407				hypothetical protein
HBIEEPJE_00539	CDS	237				hypothetical protein
HBIEEPJE_00540	CDS	1002				hypothetical protein
HBIEEPJE_00541	CDS	159				hypothetical protein
HBIEEPJE_00542	CDS	615	vbhT	2.7.7.-		Protein adenylyltransferase VbhT
HBIEEPJE_00543	CDS	1317				hypothetical protein
HBIEEPJE_00544	CDS	858	pdeG_1	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
HBIEEPJE_00545	CDS	927	fimH_1			Type 1 fimbrin D-mannose specific adhesin
HBIEEPJE_00546	CDS	474	fimG_1			Protein FimG
HBIEEPJE_00547	CDS	528	fimF_1			Protein FimF
HBIEEPJE_00548	CDS	1773	fimD_2		COG3188	Outer membrane usher protein FimD
HBIEEPJE_00549	CDS	1032				IS630 family transposase ISEc33
HBIEEPJE_00550	CDS	504			COG1662	IS1 family transposase IS1R
HBIEEPJE_00551	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
HBIEEPJE_00552	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
HBIEEPJE_00553	CDS	669	ecpB			putative fimbrial chaperone EcpB
HBIEEPJE_00554	CDS	2526	ecpC			putative outer membrane usher protein EcpC
HBIEEPJE_00555	CDS	1644	ecpD			Fimbria adhesin EcpD
HBIEEPJE_00556	CDS	711	ecpE			putative fimbrial chaperone EcpE
HBIEEPJE_00557	CDS	690	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
HBIEEPJE_00558	CDS	753	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
HBIEEPJE_00559	CDS	819	glnQ_1			Glutamine transport ATP-binding protein GlnQ
HBIEEPJE_00560	CDS	810	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
HBIEEPJE_00561	CDS	171				hypothetical protein
HBIEEPJE_00562	CDS	696	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HBIEEPJE_00563	CDS	783	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HBIEEPJE_00564	CDS	1050				hypothetical protein
HBIEEPJE_00565	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HBIEEPJE_00566	CDS	1137			COG0683	Leu/Ile/Val-binding protein 
HBIEEPJE_00567	CDS	777	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
HBIEEPJE_00568	CDS	1389	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
HBIEEPJE_00569	CDS	1380	yhdG		COG0531	putative amino acid permease YhdG
HBIEEPJE_00570	CDS	1410	rocC		COG0833	Amino-acid permease RocC
HBIEEPJE_00571	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
HBIEEPJE_00572	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
HBIEEPJE_00573	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
HBIEEPJE_00574	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
HBIEEPJE_00575	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
HBIEEPJE_00576	CDS	1719				hypothetical protein
HBIEEPJE_00577	CDS	492	rayT		COG1943	REP-associated tyrosine transposase
HBIEEPJE_00578	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
HBIEEPJE_00579	CDS	1161	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
HBIEEPJE_00580	CDS	534	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HBIEEPJE_00581	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
HBIEEPJE_00582	CDS	1107				hypothetical protein
HBIEEPJE_00583	CDS	303	yaiY			Inner membrane protein YaiY
HBIEEPJE_00584	CDS	204				hypothetical protein
HBIEEPJE_00585	CDS	1098	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
HBIEEPJE_00586	CDS	684				hypothetical protein
HBIEEPJE_00587	CDS	1200	sbnD_1			Staphyloferrin B transporter
HBIEEPJE_00588	CDS	261	iraP			Anti-adapter protein IraP
HBIEEPJE_00589	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
HBIEEPJE_00590	CDS	318	psiF			Phosphate starvation-inducible protein PsiF
HBIEEPJE_00591	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HBIEEPJE_00592	CDS	459				hypothetical protein
HBIEEPJE_00593	CDS	711				hypothetical protein
HBIEEPJE_00594	CDS	534	aroL	2.7.1.71	COG0703	Shikimate kinase 2
HBIEEPJE_00595	CDS	192	yaiA			putative protein YaiA
HBIEEPJE_00596	CDS	666				hypothetical protein
HBIEEPJE_00597	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
HBIEEPJE_00598	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
HBIEEPJE_00599	CDS	915	mak	2.7.1.4	COG1940	Fructokinase
HBIEEPJE_00600	CDS	3138	sbcC		COG0419	Nuclease SbcCD subunit C
HBIEEPJE_00601	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
HBIEEPJE_00602	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
HBIEEPJE_00603	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
HBIEEPJE_00604	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
HBIEEPJE_00605	CDS	1374	proY_1		COG1113	Proline-specific permease ProY
HBIEEPJE_00606	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
HBIEEPJE_00607	CDS	903	yhaJ_2			HTH-type transcriptional regulator YhaJ
HBIEEPJE_00608	CDS	153				hypothetical protein
HBIEEPJE_00609	CDS	642				hypothetical protein
HBIEEPJE_00610	CDS	546				hypothetical protein
HBIEEPJE_00611	CDS	1869	nfdA_1	3.5.1.91		N-substituted formamide deformylase
HBIEEPJE_00612	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
HBIEEPJE_00613	CDS	963	yihV	2.7.1.184		Sulfofructose kinase
HBIEEPJE_00614	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
HBIEEPJE_00615	CDS	288				hypothetical protein
HBIEEPJE_00616	CDS	444				hypothetical protein
HBIEEPJE_00617	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
HBIEEPJE_00618	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
HBIEEPJE_00619	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HBIEEPJE_00620	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
HBIEEPJE_00621	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
HBIEEPJE_00622	CDS	1815	secD		COG0342	Protein translocase subunit SecD
HBIEEPJE_00623	CDS	972	secF		COG0341	Protein translocase subunit SecF
HBIEEPJE_00624	CDS	366				hypothetical protein
HBIEEPJE_00625	CDS	696				hypothetical protein
HBIEEPJE_00626	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
HBIEEPJE_00627	CDS	540	yajI			putative lipoprotein YajI
HBIEEPJE_00628	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
HBIEEPJE_00629	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
HBIEEPJE_00630	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
HBIEEPJE_00631	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
HBIEEPJE_00632	CDS	972	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
HBIEEPJE_00633	CDS	504	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
HBIEEPJE_00634	CDS	975	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HBIEEPJE_00635	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
HBIEEPJE_00636	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
HBIEEPJE_00637	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
HBIEEPJE_00638	CDS	276				hypothetical protein
HBIEEPJE_00639	CDS	504			COG1662	IS1 family transposase IS1R
HBIEEPJE_00640	CDS	249	dinI_1			DNA damage-inducible protein I
HBIEEPJE_00641	CDS	549	hin_2		COG1961	DNA-invertase hin
HBIEEPJE_00642	CDS	504			COG1662	IS1 family transposase IS1R
HBIEEPJE_00643	CDS	258				hypothetical protein
HBIEEPJE_00644	CDS	264				hypothetical protein
HBIEEPJE_00645	CDS	264				hypothetical protein
HBIEEPJE_00646	CDS	327				hypothetical protein
HBIEEPJE_00647	CDS	267				hypothetical protein
HBIEEPJE_00648	CDS	1158				hypothetical protein
HBIEEPJE_00649	CDS	3411				hypothetical protein
HBIEEPJE_00650	CDS	1764				hypothetical protein
HBIEEPJE_00651	CDS	1047				hypothetical protein
HBIEEPJE_00652	CDS	537				hypothetical protein
HBIEEPJE_00653	CDS	444				hypothetical protein
HBIEEPJE_00654	CDS	1416				hypothetical protein
HBIEEPJE_00655	CDS	915	thpA_1		COG1879	D-threitol-binding protein
HBIEEPJE_00656	CDS	330				hypothetical protein
HBIEEPJE_00657	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
HBIEEPJE_00658	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HBIEEPJE_00659	CDS	276				hypothetical protein
HBIEEPJE_00660	CDS	1047				hypothetical protein
HBIEEPJE_00661	CDS	1653	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
HBIEEPJE_00662	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HBIEEPJE_00663	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HBIEEPJE_00664	CDS	612	lolB		COG3017	Outer-membrane lipoprotein LolB
HBIEEPJE_00665	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
HBIEEPJE_00666	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
HBIEEPJE_00667	CDS	849	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HBIEEPJE_00668	CDS	393	ychQ		COG3094	Protein YchQ
HBIEEPJE_00669	CDS	813				hypothetical protein
HBIEEPJE_00670	CDS	807	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
HBIEEPJE_00671	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
HBIEEPJE_00672	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
HBIEEPJE_00673	CDS	681	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
HBIEEPJE_00674	CDS	243				hypothetical protein
HBIEEPJE_00675	CDS	354	ychN		COG1553	Protein YchN
HBIEEPJE_00676	CDS	1182	nasR			Nitrate regulatory protein
HBIEEPJE_00677	CDS	1257	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
HBIEEPJE_00678	CDS	885	cmpB			Bicarbonate transport system permease protein CmpB
HBIEEPJE_00679	CDS	789	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
HBIEEPJE_00680	CDS	4068	norW_1	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
HBIEEPJE_00681	CDS	1062				hypothetical protein
HBIEEPJE_00682	CDS	702	nanR			HTH-type transcriptional repressor NanR
HBIEEPJE_00683	CDS	1398	hsrA_1			putative transport protein HsrA
HBIEEPJE_00684	CDS	984	rbsR_1		COG1609	Ribose operon repressor
HBIEEPJE_00685	CDS	933	rbsK_2	2.7.1.15	COG0524	Ribokinase
HBIEEPJE_00686	CDS	891	rbsB_1		COG1879	Ribose import binding protein RbsB
HBIEEPJE_00687	CDS	966	rbsC_3		COG1172	Ribose import permease protein RbsC
HBIEEPJE_00688	CDS	1506	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HBIEEPJE_00689	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
HBIEEPJE_00690	CDS	1869	kup			Low affinity potassium transport system protein kup
HBIEEPJE_00691	CDS	1500	ravA	3.6.3.-	COG0714	ATPase RavA
HBIEEPJE_00692	CDS	1449	viaA		COG2425	Protein ViaA
HBIEEPJE_00693	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
